Name,Age,Occupation,City,State,Region,ElimWeek,Season ID,Lead Name,Lead Age,Lead Occupation,Lead City,Lead State,Lead Region,Age Difference,Same Region,target
"Frederick ""Fred"" Greif",30.0,Lawyer,Skokie,Illinois,Midwest,4.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,2.0,0,0
Robert Fair,28.0,Chef,San Francisco,California,West,4.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,0.0,1,0
Paul Brosseau,23.0,Sales manager,Bonnyville,Alberta,Other,3.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,5.0,0,0
Ronald Mayer,36.0,Barber shop owner,Greeley,Colorado,West,3.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,8.0,1,0
Richard Mathy,27.0,Science teacher,Sauquoit,New York,Northeast,3.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,1.0,0,0
"Christopher ""Chris"" Bradshaw",29.0,Medical sales rep.,Fort Worth,Texas,South,2.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,1.0,0,0
Eric Papachristos,32.0,Senior analyst,Boston,Massachusetts,Northeast,2.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,4.0,0,0
Ryan Hoag,28.0,Professional football player,Minneapolis,Minnesota,Midwest,2.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,0.0,0,0
Brian Winchester,29.0,Computer network consultant,New Castle,Indiana,Midwest,1.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,1.0,0,0
Chandler Fulton,25.0,Insurance rep.,Virginia Beach,Virginia,South,1.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,3.0,0,0
Donato Capodanno,26.0,Sales rep.,Lexington,South Carolina,South,1.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,2.0,0,0
"Gregory ""Greg"" Matthew",28.0,Personal trainer,Rockport,Massachusetts,Northeast,1.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,0.0,0,0
Jeffrey Harris,27.0,Mathematics teacher,Miami,Florida,South,1.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,1.0,0,0
"Jonathan ""Jon"" Konkel",35.0,Resort manager,Williston,North Dakota,Midwest,1.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,7.0,0,0
Luke Hamilton,27.0,Oyster farmer,Faith,North Carolina,South,1.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,1.0,0,0
Patrick Carlson,26.0,Financial analyst,Glenwood,Illinois,Midwest,1.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,2.0,0,0
Patrick Durrere,27.0,Internet marketing,Elmhurst,Illinois,Midwest,1.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,1.0,0,0
Spero Stamboulis,38.0,Actor,Ellington,Connecticut,Northeast,1.0,Bachelorette 4,DeAnna Pappas,28.0,Real estate agent,Breckenridge,Colorado,West,10.0,0,0
Ed Swiderski,29.0,Technology Consultant,Monroe,Michigan,Midwest,,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,0.0,0,1
Kiptyn Locke,31.0,Business Developer,Encinitas,California,West,10.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,2.0,0,0
Reid Rosenthal,30.0,Realtor,Upper Dublin,Pennsylvania,Northeast,9.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,1.0,0,0
Wes Hayden,32.0,Musician,Huntsville,Texas,South,8.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,3.0,0,0
Jesse Kovacs,27.0,Wine Maker,Carmel Valley,California,West,7.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,2.0,0,0
Michael Stagliano,25.0,Break Dance Instructor,Tacoma,Washington,West,7.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,4.0,0,0
Jake Pavelka,31.0,Commercial Pilot,Denton,Texas,South,6.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,2.0,0,0
Tanner Pope,30.0,Financial Analyst,Brownfield,Texas,South,6.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,1.0,0,0
Robby Descant,25.0,Bartender,Spring,Texas,South,6.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,4.0,0,0
Mark Huebner,26.0,Pizza Entrepreneur,Woodstock,Illinois,Midwest,5.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,3.0,0,0
David Good,27.0,Trucking Contractor,West Alexandria,Ohio,Midwest,4.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,2.0,0,0
Juan Barbieri,35.0,General Contractor,Buenos Aires,Argentina,Other,4.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,6.0,1,0
Mike Steinberg,28.0,Baseball Camp Owner,New York,New York,Northeast,4.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,1.0,0,0
Brad Seberhagen,27.0,Financial Advisor,Park Ridge,Illinois,Midwest,3.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,2.0,0,0
Tanner Fanello,28.0,Sales Representative,Derby,Kansas,Midwest,3.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,1.0,0,0
Sasha Petrovic,27.0,Oil & Gas Consultant,Houston,Texas,South,3.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,2.0,0,0
Brian Duke,32.0,IT Consultant,Birmingham,Alabama,South,2.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,3.0,0,0
Julien Hug,34.0,Restaurateur,San Diego,California,West,2.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,5.0,0,0
Mathue Johnson,25.0,Personal Trainer,Andover,Kansas,Midwest,2.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,4.0,0,0
Simon Ambrose,26.0,Soccer Coach,Bradford,England,Other,2.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,3.0,1,0
Adam Duvendeck,27.0,Olympic Cyclist,Santa Barbara,California,West,1.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,2.0,0,0
Bryan Vaderman,28.0,High School Coach,Lawton,Oklahoma,South,1.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,1.0,0,0
Bryce Harlow,31.0,Furniture Dealer,Fort Lauderdale,Florida,South,1.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,2.0,0,0
Caleb Kuhl,27.0,Photographer,Kansas City,Missouri,Midwest,1.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,2.0,0,0
Greg Bilbro,31.0,Entrepreneur,Albuquerque,New Mexico,West,1.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,2.0,0,0
John Hardesty,27.0,Branding Consultant,Boise,Idaho,West,1.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,2.0,0,0
John Presser,29.0,Marketing Specialist,Fort Wayne,Indiana,Midwest,1.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,0.0,0,0
Josh Yocam,25.0,Lifeguard,Tustin,California,West,1.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,4.0,0,0
Kyle Yauch,26.0,Graphic Designer,Austin,Texas,South,1.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,3.0,0,0
Stephen Reich,30.0,Lawyer,Lexington,Massachusetts,Northeast,1.0,Bachelorette 5,Jillian Harris,29.0,Interior designer,Vancouver,British Columbia,Other,1.0,0,0
Roberto Martinez,26.0,Insurance Agent,Tampa,Florida,South,,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,1.0,0,1
Chris Lambton,33.0,Landscaper,Dennis,Massachusetts,Northeast,10.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,8.0,1,0
Frank Neuschaefer,31.0,Retail Manager,Bartlett,Illinois,Midwest,9.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,6.0,0,0
Kirk DeWindt,27.0,Sales Consultant,Green Bay,Wisconsin,Midwest,8.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,2.0,0,0
Ty Brown,31.0,Medical Sales,Booneville,Mississippi,South,7.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,6.0,0,0
Craig Robinson,27.0,Lawyer,Langhorne,Pennsylvania,Northeast,6.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,2.0,1,0
Justin Rego,26.0,Entertainment Wrestler,Toronto,Ontario,Other,6.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,1.0,0,0
Chris Nordhorn,29.0,Entrepreneur,Winter Park,Florida,South,5.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,4.0,0,0
Kasey Kahl,27.0,Advertising Account Executive,Fresno,California,West,5.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,2.0,0,0
Jesse Beck,24.0,General Contractor,Peculiar,Missouri,Midwest,4.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,1.0,0,0
Jonathan Novack,30.0,Weatherman,Boston,Massachusetts,Northeast,4.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,5.0,1,0
John Crivello,32.0,Hotel Business Development,Mukilteo,Washington,West,3.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,7.0,0,0
Steve Kocsis,28.0,Sales Representative,Chesterland,Ohio,Midwest,3.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,3.0,0,0
Hunter Wagner,28.0,Internet Account Executive,Fair Oaks Ranch,Texas,South,3.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,3.0,0,0
Chris Hasek-Watt,27.0,Real Estate Developer,Campbell River,British Columbia,Other,2.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,2.0,0,0
Craig McKinnon,34.0,Dental Sales,Sarnia,Ontario,Other,2.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,9.0,0,0
Tyler Vermette,25.0,Online Advertising,Chelsea,Vermont,Northeast,2.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,0.0,1,0
Derek,28.0,Sales Manager,Warren,Michigan,Midwest,1.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,3.0,0,0
Derrick Schuster,27.0,Construction Engineer,Manhattan Beach,California,West,1.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,2.0,0,0
Jason Whitehead,27.0,Construction Consultant,Johnson City,Tennessee,South,1.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,2.0,0,0
Jay Resmini,29.0,Lawyer,Barrington,Rhode Island,Northeast,1.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,4.0,1,0
John N.,27.0,Engineering Software Sales,Wichita,Kansas,Midwest,1.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,2.0,0,0
Kyle Higgins,26.0,Outdoorsman,Highlands Ranch,Colorado,West,1.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,1.0,0,0
Phil Kayden,30.0,Investment Manager,Elmore,Ohio,Midwest,1.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,5.0,0,0
Tyler Morrow,25.0,Catering Manager,Helena,Montana,West,1.0,Bachelorette 6,Ali Fedotowsky,25.0,Advertising account manager,Williamstown,Massachusetts,Northeast,0.0,0,0
J.P. Rosenbaum,34.0,Construction Manager,Roslyn,New York,Northeast,,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,8.0,1,1
Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,10.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,2.0,0,0
Constantine Tzortzis,30.0,Restaurant Owner,Cumming,Georgia,South,9.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,4.0,0,0
Ames Brown,31.0,Portfolio Manager,Chadds Ford,Pennsylvania,Northeast,8.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,5.0,1,0
Lucas Daniels,30.0,Oilfield Equipment Distributor,Odessa,Texas,South,7.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,4.0,0,0
Ryan Park,31.0,Solar Energy Executive,San Luis Obispo,California,West,7.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,5.0,0,0
Blake Julian,27.0,Dentist,Steamboat Springs,Colorado,West,6.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,1.0,0,0
"Ryan ""Mickey"" McLean",31.0,Chef,Rochester,New York,Northeast,6.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,5.0,1,0
Nick Peterson,26.0,Personal Trainer,Odessa,Florida,South,5.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,0.0,0,0
William Holman,30.0,Cellular Phone Salesman,Fostoria,Ohio,Midwest,5.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,4.0,0,0
Ben Castoriano,28.0,Lawyer,Lake Charles,Louisiana,South,5.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,2.0,0,0
West Lee,30.0,Lawyer,Walhalla,South Carolina,South,4.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,4.0,0,0
Chris Drish,25.0,Sports Marketing Coordinator,Moline,Illinois,Midwest,3.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,1.0,0,0
Jeff Medolla,35.0,Entrepreneur,St. Louis,Missouri,Midwest,3.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,9.0,0,0
Bentley Williams,28.0,Businessman,Alpine,Utah,West,3.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,2.0,0,0
Matt Colombo,28.0,Office Supply Salesman,Bridgewater,Massachusetts,Northeast,2.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,2.0,1,0
Ryan Miller,27.0,Constructor Estimator,Novi,Michigan,Midwest,2.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,1.0,0,0
Stephen D'Amico,27.0,Hairstylist,Portland,Connecticut,Northeast,2.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,1.0,1,0
Anthony Santucci,28.0,Butcher,Saddle River,New Jersey,Northeast,1.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,2.0,1,0
Chris Malhomme,27.0,Construction Company CEO,Gibbons,Alberta,Other,1.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,1.0,0,0
Frank Carpenter,29.0,College Admissions Director,Anchorage,Alaska,West,1.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,3.0,0,0
Jon Ellsworth,26.0,E-Commerce Executive,Vancouver,Washington,West,1.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,0.0,0,0
Michael Burns,29.0,Technology Salesman,Providence,Rhode Island,Northeast,1.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,3.0,1,0
Rob Dahm,27.0,Technology Executive,Monroe,Michigan,Midwest,1.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,1.0,0,0
Tim McCormack,35.0,Liquor Distributor,Massapequa,New York,Northeast,1.0,Bachelorette 7,Ashley Hebert,26.0,Dental student,Madawaska,Maine,Northeast,9.0,1,0
Jef Holm,27.0,Entrepreneur,St. George,Utah,West,,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,1.0,0,1
"Arie Luyendyk, Jr.",30.0,Race Car Driver,Scottsdale,Arizona,West,10.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,4.0,0,0
Sean Lowe,28.0,Insurance Agent,Irving,Texas,South,9.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,2.0,1,0
Chris Bukowski,25.0,Corporate Sales Director,Chicago,Illinois,Midwest,8.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,1.0,0,0
John Wolfner,30.0,Data Destruction Specialist,Creve Coeur,Missouri,Midwest,7.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,4.0,0,0
Doug Clerget,33.0,Single Dad/Real Estate Agent,Tacoma,Washington,West,7.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,7.0,0,0
Ryan Bowers,31.0,Pro Sports Trainer,Evans,Georgia,South,6.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,5.0,1,0
Travis Pope,30.0,Advertising Sales Representative,Madison,Mississippi,South,6.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,4.0,1,0
Alejandro Velez,25.0,Mushroom Farmer,San Francisco,California,West,5.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,1.0,0,0
Kalon McMahon,27.0,Luxury Brand Consultant,Houston,Texas,South,5.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,1.0,1,0
Charlie Grogan,32.0,Recruiter,Worcester,Massachusetts,Northeast,4.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,6.0,0,0
Michael Nance,26.0,Rehab Counselor,Austin,Texas,South,4.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,0.0,1,0
Nathan Baake,25.0,Accountant,Casa Grande,Arizona,West,4.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,1.0,0,0
Stevie Alberino,26.0,Party M.C.,Monroe Township,New Jersey,Northeast,3.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,0.0,0,0
Alessandro Goulart,30.0,Grain Merchant,Saint Paul,Minnesota,Midwest,3.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,4.0,0,0
Tony Pieper,31.0,Single Dad/Lumber Trader,Beaverton,Oregon,West,3.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,5.0,0,0
Aaron Martell,36.0,Biology Teacher,North Sydney,Nova Scotia,Other,2.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,10.0,0,0
Kyle Dillon,29.0,Financial Adviser,Long Beach,California,West,2.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,3.0,0,0
Joe Gendreau,27.0,Field Energy Adviser,Orlando,Florida,South,2.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,1.0,1,0
Brent Richter,41.0,Technology Salesman,Midland,Texas,South,1.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,15.0,1,0
David Homyk,33.0,Singer/Songwriter,Charlottesville,Virginia,South,1.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,7.0,1,0
Jackson Longnecker,29.0,Fitness Model,Lockport,Illinois,Midwest,1.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,3.0,0,0
Jean-Paul LaCount,35.0,Marine Biologist,Moraga,California,West,1.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,9.0,0,0
Lerone Anu,29.0,Real Estate Consultant,Laguna Beach,California,West,1.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,3.0,0,0
Randy Lee Woyak,30.0,Marketing Manager,Oak Creek,Wisconsin,Midwest,1.0,Bachelorette 8,Emily Maynard,26.0,Children's hospital event planner,Charlotte,North Carolina,South,4.0,0,0
Chris Siegfried,27.0,Mortgage Broker,McMinnville,Oregon,West,,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,0.0,1,1
Drew Kenney,27.0,Digital Marketing Analyst,Scottsdale,Arizona,West,10.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,0.0,1,0
Brooks Forester,28.0,Sales & Marketing,Blackfoot,Idaho,West,9.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,1.0,1,0
Zak Waddell,31.0,Drilling Fluid Engineer,Dallas,Texas,South,8.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,4.0,0,0
Michael Garofola,33.0,Federal Prosecutor,Lindenhurst,New York,Northeast,7.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,6.0,0,0
James Case,27.0,Advertising Executive,Marietta,Georgia,South,6.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,0.0,0,0
Juan Pablo Galavis,31.0,Former Pro Soccer Player,Barquisimeto,Venezuela,Other,6.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,4.0,0,0
Kasey Stewart,29.0,Advertising Executive,Tulsa,Oklahoma,South,6.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,2.0,0,0
Mikey Tenerelli,30.0,Plumbing Contractor,Glen Ellyn,Illinois,Midwest,5.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,3.0,0,0
Ben Scott,28.0,Entrepreneur,Lubbock,Texas,South,5.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,1.0,0,0
Bryden Vukasin,26.0,Iraq War Veteran,Havre,Montana,West,5.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,1.0,1,0
Zack Kalter,28.0,Book Publisher,Phillips Ranch,California,West,4.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,1.0,1,0
Brad McKinzie,27.0,Accountant/DJ,Denver,Colorado,West,4.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,0.0,1,0
Brandon Andreen,26.0,Painting Contractor,Blaine,Minnesota,Midwest,3.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,1.0,0,0
Dan Cox,30.0,Beverage Sales Director,Dublin,California,West,3.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,3.0,1,0
Brian Jarosinski,29.0,Financial Advisor,Olney,Maryland,South,3.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,2.0,0,0
Nick Mucci,27.0,Investment Adviser,Rochester,New York,Northeast,2.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,0.0,0,0
Robert Graham,30.0,Advertising Entrepreneur,Glendale,Arizona,West,2.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,3.0,1,0
Will Reese,28.0,Banker,Federal Way,Washington,West,2.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,1.0,1,0
Diogo Custodio,29.0,Ski Resort Manager,Penha,Brazil,Other,1.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,2.0,0,0
Larry Burchett,34.0,ER Doctor,Overland Park,Kansas,Midwest,1.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,7.0,0,0
Micah,32.0,Law Student,Detroit Lakes,Minnesota,Midwest,1.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,5.0,0,0
Mike,28.0,Dental Student,London,England,Other,1.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,1.0,0,0
Nick Roy,26.0,Tailor/Magician,Ridgefield,Connecticut,Northeast,1.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,1.0,0,0
Jonathan Vollinger,26.0,Lawyer,Hickory,North Carolina,South,1.0,Bachelorette 9,Desiree Hartsock,27.0,Bridal stylist,Northglenn,Colorado,West,1.0,0,0
Josh Murray,29.0,Former Professional Baseball Player,Athens,Georgia,South,,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,3.0,1,1
Nick Viall,33.0,Software Sales Executive,Waukesha,Wisconsin,Midwest,10.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,7.0,0,0
Chris Soules,32.0,Farmer,Lamont,Iowa,Midwest,9.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,6.0,0,0
Marcus Grodd,25.0,Sports Medicine Manager,Medicine Hat,Alberta,Other,8.0,Bachelorette 10,Andi Dorfman,26.0,Assistant District Attorney,Atlanta,Georgia,South,1.0,0,0
